geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TE2G34820,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G00850,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G03740,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G10690,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G17650,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G24110,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G32880,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G34160,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE3G36110,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE4G18130,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE4G19730,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE4G35010,0.317715168,-1.820918493,4.043031872,-0.450384402,0.65243329,NA
TE4G09840,5.191493056,0.48441623,1.075689668,0.450330839,0.652471906,0.721940574
TE1G15980,5.438828642,0.412183733,0.915323679,0.450314727,0.652483522,0.721940574
TE3G34750,52.71059943,0.136224004,0.302537485,0.450271489,0.652514694,0.721940574
TE1G03500,11.3509539,0.307805098,0.683936047,0.450049532,0.652674726,0.722056369
TE1G04730,0.969242713,1.013472522,2.253718101,0.449689125,0.652934614,0.722282606
TE1G21950,0.99211557,0.953987565,2.12671344,0.448573629,0.653739261,0.723111372
TE1G10440,29.58606944,0.183671688,0.409828136,0.448167589,0.654032252,0.723374093
TE3G00920,7.615915001,0.347617144,0.776713672,0.447548635,0.65447898,0.723806794
TE2G35720,1.777555157,-0.76289374,1.705021879,-0.447439267,0.654557929,0.723832717
TE1G00410,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G01740,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G33210,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G35030,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G36440,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G45280,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G47220,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G51010,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G53260,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G53460,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE1G54150,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G00100,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G00130,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G00830,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G02830,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G02860,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G02880,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G03820,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G04370,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G09810,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G18880,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G19240,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G20730,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G21220,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G24870,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G25390,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G27020,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G28330,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G29090,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G30440,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G30890,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G31160,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G32590,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G40430,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G40720,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G41800,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE3G00010,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE3G03730,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE3G06150,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE3G15290,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE3G33400,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE3G34890,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G00340,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G01990,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G02970,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G20390,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G29250,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G29260,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G32880,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE4G36560,0.319501545,1.806076241,4.040756059,0.446964928,0.654900383,NA
TE2G30200,10.74517368,0.299824327,0.670858096,0.446926599,0.654928058,0.724180605
TE2G14400,2.199219146,0.688428466,1.541139046,0.446701073,0.655090907,0.724299256
TE4G17920,2.126405035,0.720976942,1.616483232,0.446015725,0.655585887,0.724727536
TE2G36960,1.019677526,0.998353988,2.238477036,0.445996976,0.655599431,0.724727536
TE1G02530,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G13550,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G26090,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G26260,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G28640,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G33490,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G34700,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G35310,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G44000,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G49970,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G51150,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE1G53670,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G00270,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G02320,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G02580,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G02810,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G03650,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G13140,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G15380,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G17150,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G18760,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G19280,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G19580,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G19610,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G21720,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G23140,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G25250,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G29550,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G30190,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G31340,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G35930,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G40340,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G41890,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G42810,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G42970,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G43270,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G03370,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G03710,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G16890,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G22640,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G26480,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G30250,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G30360,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G30910,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G30940,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G32390,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G35710,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE3G36850,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G00550,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G02380,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G02900,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G06270,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G09880,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G12520,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G14370,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G14870,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G14880,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G18140,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G20510,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G34610,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE4G34620,0.318488569,1.802103338,4.041119362,0.445941626,0.655639413,NA
TE2G00350,0.997304692,1.064305021,2.386687863,0.445933898,0.655644995,0.724727536
TE1G15160,6.005587681,-0.409391359,0.91843215,-0.445750249,0.655777663,0.724798013
TE4G20760,7.417383452,0.380837767,0.854486899,0.445691757,0.65581992,0.724798013
TE1G40310,0.96872976,1.012949255,2.273844774,0.44547863,0.6559739,0.724867129
TE1G22020,52.54687088,0.151851087,0.340892666,0.445451317,0.655993634,0.724867129
TE4G35190,2.154972495,-0.665702827,1.497025229,-0.444683773,0.656548298,0.725377488
TE1G35700,2.171170097,0.665154048,1.495877045,0.444658236,0.656566755,0.725377488
TE4G32530,2.13576632,0.680926217,1.532787184,0.444240547,0.65686868,0.725649575
TE2G02920,7.152717257,0.377413572,0.8511787,0.4434011,0.65747564,0.726258564
TE3G01810,10.41740975,0.321901454,0.7269053,0.442838227,0.657882751,0.726646712
TE3G36550,4.158193118,0.515108923,1.163445262,0.442744442,0.657950593,0.726660095
TE1G35070,44.3474239,0.167460384,0.378380386,0.442571525,0.658075685,0.726736698
TE2G25790,27.14157156,0.183757206,0.415279793,0.442490122,0.658134577,0.726740188
TE2G11860,9.155360301,0.337563174,0.763365377,0.442203936,0.658341638,0.726907279
TE4G03780,6.758230891,-0.359113415,0.81237988,-0.442051094,0.658452233,0.726967837
TE4G29940,9.953616505,-0.303081873,0.687105578,-0.441099421,0.659141023,0.727666689
TE1G03880,4696.034092,-0.030682263,0.069624136,-0.440684293,0.659441569,0.727936855
TE1G30610,997.1770887,-0.040141871,0.091115669,-0.440559471,0.659531949,0.727974997
TE1G46170,5.303082483,-0.413960186,0.941431336,-0.439713626,0.660144532,0.72858948
TE1G14990,11.35953693,0.28702415,0.652917129,0.439602727,0.660224865,0.728616473
TE3G19580,483.4694635,-0.048146941,0.10959143,-0.439331258,0.660421528,0.728723714
TE1G26340,66.27068651,0.121586843,0.276765041,0.439314309,0.660433808,0.728723714
TE1G08940,2.157139108,0.653730344,1.488750215,0.439113518,0.660579285,0.728822563
TE3G19630,76.38830809,-0.113133084,0.257840578,-0.438771449,0.66082715,0.729034352
TE2G25340,30.33447472,-0.180297923,0.411282837,-0.438379399,0.661111278,0.72904588
TE1G25020,888.9392673,0.037638575,0.08588549,0.438241372,0.66121132,0.72904588
TE4G33910,3.919396316,-0.473109983,1.079682508,-0.438193616,0.661245936,0.72904588
TE1G54000,0.983767261,1.040752248,2.375588002,0.438103008,0.661311614,0.72904588
TE2G09420,0.983767261,1.040752248,2.375588002,0.438103008,0.661311614,0.72904588
TE2G43240,0.983767261,1.040752248,2.375588002,0.438103008,0.661311614,0.72904588
TE3G15320,0.983767261,1.040752248,2.375588002,0.438103008,0.661311614,0.72904588
TE1G33830,2.200718209,-0.7023863,1.603861049,-0.437934633,0.661433669,0.72904588
TE1G03810,0.955711747,0.990642553,2.262242633,0.437902875,0.661456691,0.72904588
TE2G39450,0.982754285,1.038982531,2.376290954,0.437228669,0.66194552,0.72904588
TE2G41830,0.982754285,1.038982531,2.376290954,0.437228669,0.66194552,0.72904588
TE2G42080,0.982754285,1.038982531,2.376290954,0.437228669,0.66194552,0.72904588
TE3G04650,0.982754285,1.038982531,2.376290954,0.437228669,0.66194552,0.72904588
TE3G36350,0.982754285,1.038982531,2.376290954,0.437228669,0.66194552,0.72904588
TE4G09460,0.982754285,1.038982531,2.376290954,0.437228669,0.66194552,0.72904588
TE1G30660,0.982767214,1.03894378,2.376279135,0.437214536,0.661955769,0.72904588
TE2G01370,0.982767214,1.03894378,2.376279135,0.437214536,0.661955769,0.72904588
TE3G25250,0.982767214,1.03894378,2.376279135,0.437214536,0.661955769,0.72904588
TE3G32890,0.982767214,1.03894378,2.376279135,0.437214536,0.661955769,0.72904588
TE4G19400,0.982767214,1.03894378,2.376279135,0.437214536,0.661955769,0.72904588
TE4G29740,53.35972957,-0.131459697,0.301276055,-0.436342998,0.662587889,0.729680439
TE1G53320,129.1745439,-0.090533113,0.207646822,-0.435995659,0.662839879,0.729896303
TE1G28420,33.70285815,0.169093404,0.388500785,0.435245978,0.663383893,0.730406664
TE4G23680,3885.698225,-0.026892226,0.06179243,-0.435202597,0.663415378,0.730406664
TE1G53380,2.955235868,-0.602630782,1.38574228,-0.434879408,0.663649962,0.730603251
TE3G01610,2.546601324,0.732341516,1.690573499,0.433191172,0.664875892,0.731891071
TE2G36700,2206.81898,0.126060797,0.291601503,0.432305031,0.665519731,0.732497407
TE2G03280,13.13624366,0.258660576,0.598365663,0.43227844,0.665539055,0.732497407
TE3G22120,53.5207176,-0.129886251,0.301531903,-0.430754589,0.666646822,0.733642466
TE4G34060,1.0048796,-0.958285658,2.224987978,-0.430692511,0.666691965,0.733642466
TE3G36010,14.32322897,-0.245252427,0.56954176,-0.430613599,0.666749352,0.733643705
TE2G36530,3.550372542,-0.521553785,1.212357924,-0.43019786,0.667051718,0.7338586
TE3G11670,2.669258307,0.658798191,1.531411031,0.430190313,0.667057208,0.7338586
TE4G33900,13.54069061,0.250944606,0.584013305,0.429689879,0.667421247,0.734146283
TE3G31650,4.296005561,-0.537157041,1.250144223,-0.429676057,0.667431302,0.734146283
TE1G35970,6.707044558,0.357557474,0.834041841,0.428704481,0.668138299,0.734861962
TE2G03140,7.052505981,0.37194754,0.867854175,0.428582993,0.668226724,0.734897232
TE2G32550,1.03370205,1.022367348,2.386418693,0.428410719,0.668352122,0.734973155
TE4G19030,70.04525347,0.126624896,0.295741595,0.42816059,0.668534207,0.735111397
TE3G34380,2.475234511,0.565256377,1.320830879,0.42795515,0.668683774,0.735213863
TE2G31950,72.72768719,-0.12829383,0.299983569,-0.427669524,0.668891741,0.735374736
TE3G09590,74.44181728,0.110180333,0.257671923,0.427599298,0.668942877,0.735374736
TE3G16310,1.07352403,-1.070434539,2.509084044,-0.426623628,0.669653485,0.735956245
TE3G34820,1.07352403,-1.070434539,2.509084044,-0.426623628,0.669653485,0.735956245
TE2G24460,1.010816264,1.092374748,2.561340344,0.42648559,0.669754046,0.735956245
TE2G31240,1.010816264,1.092374748,2.561340344,0.42648559,0.669754046,0.735956245
TE4G00360,1.010816264,1.092374748,2.561340344,0.42648559,0.669754046,0.735956245
TE4G29050,0.968469312,-0.956237863,2.249780162,-0.425036134,0.670810334,0.736788122
TE4G06450,1.027765387,-0.994123584,2.339154418,-0.424992714,0.670841986,0.736788122
TE1G34590,1.027752457,-0.994101096,2.339162801,-0.424981577,0.670850105,0.736788122
TE1G52320,1.027752457,-0.994101096,2.339162801,-0.424981577,0.670850105,0.736788122
TE2G18580,1.027752457,-0.994101096,2.339162801,-0.424981577,0.670850105,0.736788122
TE4G30090,1.027752457,-0.994101096,2.339162801,-0.424981577,0.670850105,0.736788122
TE2G15950,188.9292309,-0.071239095,0.168477069,-0.422841493,0.672410912,0.738440146
TE1G06100,0.991609082,0.951233595,2.25501714,0.421829873,0.673149199,0.739188678
TE3G32850,1.79845727,0.734564322,1.743329988,0.421357016,0.673494402,0.739505473
TE1G33590,1.812994747,0.748424596,1.77682862,0.421213722,0.673599025,0.739509861
TE1G31400,0.968462847,-0.95579689,2.269603958,-0.421129372,0.673660615,0.739509861
TE4G25950,2537.927561,0.027639392,0.065633285,0.421118531,0.673668531,0.739509861
TE4G13610,54.63333638,0.123682325,0.293972727,0.420727209,0.67395429,0.739761275
TE4G11460,3.954683795,0.447236009,1.064022869,0.42032556,0.67424764,0.740020977
TE4G13750,1875.354428,-0.031656772,0.075469765,-0.419462969,0.674877813,0.740650284
TE2G27180,2.918306162,-0.599177484,1.429675046,-0.41910047,0.675142707,0.740878642
TE1G32570,2.415444878,0.599073504,1.430335666,0.418834207,0.675337304,0.741029825
TE1G24810,292.8397836,-0.060429854,0.144492596,-0.41822111,0.675785463,0.741459187
TE2G05490,3.964129054,-0.493608978,1.182813879,-0.41731754,0.676446161,0.74212165
TE4G11140,23.95831325,0.183074018,0.438941866,0.417080328,0.676619653,0.74224954
TE4G15230,8.442848144,-0.309249996,0.741874626,-0.416849405,0.676788563,0.742372381
TE3G07660,2.461203522,0.555377094,1.334967092,0.41602306,0.677393129,0.742973035
TE4G17270,68.32083773,0.112530614,0.270626297,0.415815517,0.677545003,0.743077111
TE3G35960,69.83087379,0.13432759,0.323687903,0.414991073,0.678148438,0.743676363
TE1G54410,0.95494481,-0.992707644,2.394031882,-0.414659325,0.678391313,0.7438176
TE4G34420,0.95494481,-0.992707644,2.394031882,-0.414659325,0.678391313,0.7438176
TE3G19570,157.8283846,-0.086552337,0.208854,-0.414415512,0.67856983,0.743950781
TE2G28640,0.955718211,0.991853684,2.395047748,0.414126894,0.678781178,0.744016502
TE1G10480,35.29397371,-0.154118722,0.37218319,-0.414093722,0.67880547,0.744016502
TE1G45520,25.71477664,0.195156263,0.471381859,0.414008853,0.678867624,0.744016502
TE2G35740,3.990587595,0.440395568,1.063883355,0.41395099,0.67891,0.744016502
TE3G09490,6.358848294,0.36774145,0.888473772,0.413902426,0.678945567,0.744016502
TE2G08050,2.070281077,0.672586906,1.625131364,0.413866178,0.678972115,0.744016502
TE4G35430,4.540450237,0.445657252,1.077161816,0.413732872,0.67906975,0.744060965
TE3G32620,14.26290053,0.246767697,0.596978134,0.413361367,0.679341875,0.744296593
TE2G07300,90.73531234,-0.093613366,0.226560024,-0.413194544,0.679464085,0.744367947
TE1G04060,3.405331623,0.524663504,1.27251608,0.412304027,0.680116597,0.745020197
TE2G33250,37.07330836,-0.162286767,0.394498555,-0.411374807,0.680797724,0.745703681
TE4G28090,0.956224699,0.992948608,2.415656575,0.411047091,0.681038005,0.745848777
TE4G11610,0.954951275,-0.992663853,2.41501654,-0.411038118,0.681044585,0.745848777
TE1G50720,929.6233211,0.040839181,0.099401607,0.410850304,0.681182305,0.745936954
TE4G33190,3925.150425,0.025434051,0.061963228,0.410470084,0.681461145,0.74617964
TE1G38310,109.1923517,0.087002938,0.212097843,0.410201899,0.681657848,0.746191551
TE1G40490,34.66544967,0.153246171,0.373646368,0.410136922,0.681705509,0.746191551
TE4G06740,14.60595292,-0.238607086,0.581795062,-0.410122227,0.681716289,0.746191551
TE2G22230,0.97808458,0.928099946,2.263298635,0.410065173,0.68175814,0.746191551
TE3G06710,0.97808458,0.928099946,2.263298635,0.410065173,0.68175814,0.746191551
TE1G14420,6.013093912,-0.373114568,0.91058976,-0.409750455,0.681989014,0.746381598
TE2G42720,21.48768672,-0.190082148,0.464095008,-0.409575937,0.682117052,0.746459077
TE4G21420,9.752823031,0.293460684,0.717048601,0.409261915,0.682347461,0.746648561
TE4G02610,5.901036429,0.487927516,1.192700885,0.40909462,0.682470224,0.746720232
TE4G23530,68.83932096,-0.136312433,0.333269594,-0.409015511,0.682528278,0.746721096
TE2G09680,1.301369106,0.76445915,1.870400149,0.408714227,0.682749392,0.746868131
TE4G19240,49.95427031,0.136389058,0.333733704,0.408676307,0.682777223,0.746868131
TE3G31050,4.630459511,-0.409501465,1.003254214,-0.408173182,0.683146536,0.74720943
TE4G04250,3.339346357,0.517372358,1.268782544,0.40777071,0.683442019,0.747469926
TE2G34800,2.813043584,0.544996806,1.336892522,0.407659402,0.683523747,0.747496617
TE3G22920,165.6027429,0.073681583,0.180839462,0.407441951,0.683683421,0.747608537
TE1G14500,16.74753102,-0.214512961,0.526952815,-0.407081915,0.683947826,0.747834953
TE1G29600,2.506847364,-0.621451046,1.527630425,-0.406807194,0.684149603,0.747992858
TE1G03070,2.750602728,-0.542532425,1.334751975,-0.406466846,0.684399613,0.748203466
TE3G04830,50.00836411,0.129364161,0.318563767,0.406085607,0.6846797,0.748430653
TE4G27560,2.474580898,-0.574432045,1.414760576,-0.406027744,0.684722215,0.748430653
TE2G41450,225.1166027,-0.063278707,0.155963978,-0.405726425,0.684943624,0.748609912
TE1G01620,1.391632363,-0.800913905,1.97487444,-0.405551811,0.685071943,0.748687406
TE1G52420,2.490784965,0.576488836,1.422826891,0.405171451,0.685351489,0.748930144
TE1G21760,868.0340075,-0.036669798,0.090571954,-0.404869233,0.685573635,0.749054965
TE4G08110,1200.8621,-0.033672629,0.083171092,-0.40485976,0.685580598,0.749054965
TE4G18780,30.19697052,-0.167413359,0.413941746,-0.404437002,0.685891395,0.749283814
TE4G05170,9.512185584,0.308388887,0.762548853,0.40441853,0.685904976,0.749283814
TE2G26540,8.358127378,-0.298237683,0.737937291,-0.404150443,0.686102093,0.749436363
TE4G27320,1.29593893,-0.762693958,1.890052503,-0.403530567,0.686557953,0.749871489
TE4G32810,5.604494198,-0.363419212,0.901963189,-0.402920226,0.687006911,0.750299005
TE2G05200,14.32868339,-0.229342021,0.56995197,-0.402388329,0.687398258,0.750663536
TE2G13150,2.807886787,0.506941479,1.263027919,0.401369971,0.688147755,0.751419086
TE4G32040,8.099197342,-0.329464225,0.821234896,-0.401181472,0.688286521,0.751507681
TE3G13850,127.4372186,0.07870035,0.196708286,0.400086606,0.689092729,0.752280111
TE4G14250,5.552520527,-0.36749996,0.918602833,-0.400064039,0.68910935,0.752280111
TE2G30640,3.548717385,0.494684775,1.23902032,0.399254772,0.689705489,0.75286787
TE4G35360,81.49726034,0.106154172,0.266258807,0.398687927,0.690123165,0.753260741
TE1G12100,462.9857009,0.045646332,0.114632996,0.3981954,0.690486156,0.753593863
TE1G02130,1.819810663,0.699312812,1.757793369,0.397835618,0.69075136,0.753820214
TE4G22500,20.46358007,-0.196952414,0.495415958,-0.397549597,0.69096222,0.753987226
TE1G24900,3.538632802,-0.505172894,1.272317577,-0.397049371,0.691331054,0.754326578
TE4G16860,163.4350397,0.070407721,0.177847827,0.395887438,0.692188069,0.755197454
TE3G29760,61.07210482,0.115466647,0.291722238,0.395810232,0.692245028,0.755197454
TE4G05370,542.2523758,0.041039974,0.103851605,0.395179,0.69271079,0.755642354
TE1G05660,348.0046546,-0.048445993,0.122624715,-0.395075276,0.692787334,0.755662638
TE2G26030,51.38036351,0.118720349,0.301722319,0.393475528,0.693968295,0.756887468
TE2G11970,851.9415919,0.033792897,0.086112066,0.392429289,0.694741049,0.757666913
TE1G25930,0.968482242,-0.952745559,2.431111423,-0.391897117,0.695134233,0.758032313
TE2G35040,774.7932399,0.040120707,0.102491295,0.391454773,0.695461113,0.758313139
TE2G25460,487.475475,-0.048273919,0.123339291,-0.391391245,0.695508063,0.758313139
TE2G33740,18.2798707,0.200238375,0.511714979,0.39130841,0.695569283,0.758316483
TE4G20190,4.604918521,0.388243498,0.992885402,0.391025487,0.695778397,0.758344049
TE2G42790,4.60494438,0.388230704,0.992885724,0.391012474,0.695788015,0.758344049
TE1G35410,1.029538834,0.912683542,2.336351477,0.390644794,0.69605981,0.758344049
TE2G00540,1.029538834,0.912683542,2.336351477,0.390644794,0.69605981,0.758344049
TE2G27390,1.029538834,0.912683542,2.336351477,0.390644794,0.69605981,0.758344049
TE2G34390,1.029538834,0.912683542,2.336351477,0.390644794,0.69605981,0.758344049
TE3G11990,1.029538834,0.912683542,2.336351477,0.390644794,0.69605981,0.758344049
TE3G34910,1.029538834,0.912683542,2.336351477,0.390644794,0.69605981,0.758344049
TE2G19300,3.825007016,-0.427321261,1.095634325,-0.39002179,0.696520434,0.758782495
TE1G02690,882.2411623,-0.035963025,0.092254708,-0.389823191,0.696667294,0.758859212
TE3G00320,1.028525858,0.91089379,2.337008333,0.389769167,0.696707246,0.758859212
TE2G37660,24.24033419,-0.17855622,0.458590755,-0.389358525,0.697010948,0.759126598
TE2G24140,5.297259145,0.358950714,0.922297241,0.389192006,0.697134116,0.759197334
TE1G49840,1617.399127,-0.027793812,0.071714906,-0.387559765,0.698341849,0.760449078
TE4G07730,144.4812887,-0.071139872,0.183927804,-0.386781497,0.698917976,0.761012893
TE3G32190,417.715378,0.04579787,0.118611872,0.386115398,0.699411206,0.761227528
TE2G20940,12.16996179,-0.241188867,0.624733747,-0.386066653,0.699447306,0.761227528
TE1G27070,0.981993813,-0.915005512,2.370161646,-0.386051944,0.699458199,0.761227528
TE1G54010,0.981993813,-0.915005512,2.370161646,-0.386051944,0.699458199,0.761227528
TE3G32130,0.981993813,-0.915005512,2.370161646,-0.386051944,0.699458199,0.761227528
TE4G16420,27.98568155,-0.163953284,0.424702919,-0.386042281,0.699465356,0.761227528
TE1G51000,2.781337807,0.490155633,1.27065539,0.385750249,0.699681644,0.761317175
TE1G45020,3.120178244,-0.477104283,1.236920068,-0.385719575,0.699704364,0.761317175
TE2G42100,3.139500227,0.460793933,1.194743034,0.385684553,0.699730304,0.761317175
TE4G29750,25.68635253,-0.16140408,0.418561942,-0.385615756,0.699781263,0.761317175
TE1G07950,132.4258567,-0.077626886,0.202073956,-0.384150868,0.700866631,0.762434376
TE1G52700,8.399455896,0.28807948,0.750084395,0.384062757,0.700931935,0.762441811
TE2G31010,5.306902641,0.429027153,1.118016464,0.383739566,0.701171484,0.762638765
